,location,location_population,occupation,hobbies,friends_number,sex,credit_card_type,relationship_status,education,dob,daily_commute
1396,Szczecin,403883,Refuse workers and other elementary workers,Foreign language learning,211,1.0,Revolut,In relationship,3.0,38.0,7.0
1397,Poznań,538633,Sales workers,"Badminton,Kettleballs,Stand-up comedy",189,1.0,Mastercard,In relationship,2.0,51.0,71.0
1398,Warszawa,1764615,"Building and related trades workers, excluding electricians","Gym,Cardio,Woodworking,LARPing",262,0.0,Visa,Married,5.0,43.0,34.0
1399,Włocławek,111752,"Labourers in mining, construction, manufacturing and transport","Weightlifting,Squash,Gym,Astronomy",237,1.0,Visa,Married with kids,6.0,46.14666666666667,49.55
1400,Dzierżoniów,33653,Electrical and electronic trades workers,Gym,270,0.0,Revolut,Married,4.0,71.0,31.0
1401,Nowe Miasto Lubawskie,10997,Personal care workers,"Kettleballs,Cabaret,Flag Football,Foraging",214,1.0,Visa,Divorced,5.0,39.0,94.0
1402,Koluszki,13148,General and keyboard clerks,,195,0.0,Visa,In relationship,5.0,28.0,49.67351598173516
1403,Gorzów Wielkopolski,124295,Health professionals,"Kettleballs,Astronomy,Mycology,Electronics",62,1.0,Mastercard,Single,5.0,46.0,58.0
1404,Gdańsk,464254,"Market-oriented skilled forestry, fishery and hunting workers",,187,0.0,Mastercard,In relationship,3.0,60.0,91.0
1405,Żory,62243,Electrical and electronic trades workers,Rowing,155,1.0,Mastercard,Divorced,6.0,60.0,92.0
1406,Nowy Targ,33361,Production and specialised services managers,"Squash,Mountain biking,Paintball",191,1.0,Mastercard,Married,4.0,30.0,32.0
1407,Czarna Woda,2841,Drivers and mobile plant operators,"Cardio,Archery",139,1.0,Visa,In relationship,3.0,52.0,2.0
1408,Brzeg Dolny,12486,"Armed forces occupations, other ranks",,385,0.0,Visa,Single,1.0,40.63265306122449,66.0
1409,Małomice,3512,Drivers and mobile plant operators,"Swimming,Stand-up comedy,Lockpicking",248,1.0,Mastercard,In relationship,4.0,48.0,66.0
1410,Szczecin,403883,Health professionals,,164,1.0,Visa,In relationship,3.0,56.0,21.0
1411,Warszawa,1764615,"Agricultural, forestry and fishery labourers","Cardio,Bodybuilding,Skateboarding,Geocaching,Community",192,1.0,Mastercard,Single,4.0,25.0,49.454054054054055
1412,Ozorków,19685,Assemblers,Metalworking,108,1.0,Mastercard,Married,2.0,35.0,48.475083056478404
1413,Poznań,538633,Drivers and mobile plant operators,,191,1.0,Mastercard,Married,2.0,32.0,94.0
1414,Mońki,10042,"Legal, social and cultural professionals",,277,0.0,Mastercard,Married,6.0,63.0,38.0
1415,Ostrowiec Świętokrzyski,69852,Other clerical support workers,Singing,210,1.0,Mastercard,Married,4.0,45.0,22.0
1416,Poznań,538633,"Legal, social and cultural professionals",,117,0.0,Visa,In relationship,4.0,49.0,9.0
1417,Kwidzyn,38553,Health associate professionals,Pottery,349,0.0,Visa,In relationship,1.0,37.0,49.67351598173516
1418,Łódź,690422,Stationary plant and machine operators,"Badminton,Blacksmithing",474,0.0,Visa,Married with kids,6.0,56.0,52.352112676056336
1419,Gliwice,181309,Electrical and electronic trades workers,Gym,219,1.0,Visa,Divorced,4.0,31.0,79.0
1420,Białystok,297288,Electrical and electronic trades workers,Magic,178,1.0,Mastercard,In relationship,4.0,52.0,82.0
1421,Legnica,100324,Information and communications technology professionals,,159,1.0,American Express,In relationship,5.0,63.0,81.0
1422,Koszalin,107670,"Hospitality, retail and other services managers","Badminton,Rappelling,Basketball",42,1.0,Visa,In relationship,3.0,49.0,65.0
1423,Wejherowo,49927,Market-oriented skilled agricultural workers,"Cardio,Taekwondo",262,0.0,Visa,In relationship,4.0,66.0,75.0
1424,Kęty,18886,"Legal, social, cultural and related associate professionals","Badminton,Taxidermy,Model building,Rock climbing",227,1.0,Visa,Single,2.0,35.0,49.454054054054055
1425,Skarżysko-Kamienna,45953,"Labourers in mining, construction, manufacturing and transport","Driving,Sketching",195,0.0,Visa,In relationship,3.0,49.0,62.0
1426,Kraków,767348,Teaching professionals,"Rugby,Handball,Gunsmithing",59,1.0,Mastercard,Married,5.0,55.0,48.475083056478404
1427,Reda,25102,Science and engineering associate professionals,"Bodybuilding,Crossfit,Painting,Slacklining",246,1.0,Visa,In relationship,3.0,54.0,22.0
1428,Dąbrowa Tarnowska,11924,"Food processing, wood working, garment and other craft and related trades workers","Cardio,Brazilian jiu-jitsu",174,0.0,Mastercard,In relationship,5.0,52.0,18.0
1429,Lublin,339850,Drivers and mobile plant operators,"Weightlifting,Rowing,Parkour,Flying disc",175,1.0,Visa,Single,6.0,45.0,49.454054054054055
1430,Poznań,538633,Information and communications technicians,,131,1.0,Mastercard,Married,2.0,51.0,23.0
1431,Gdańsk,464254,"Legal, social and cultural professionals","Machining,Baseball",199,0.0,Visa,In relationship,4.0,36.0,25.0
1432,Warszawa,1764615,Science and engineering associate professionals,"Kettleballs,Astronomy,Netball,Hooping",255,1.0,Visa,In relationship,3.0,69.0,20.0
1433,Warszawa,1764615,"Legal, social and cultural professionals","Archery,Hooping",277,1.0,Mastercard,Married,4.0,65.0,41.0
1434,Pieszyce,7170,"Building and related trades workers, excluding electricians",,258,1.0,Revolut,In relationship,2.0,24.0,82.0
1435,Marki,32686,General and keyboard clerks,,217,1.0,Visa,Divorced,3.0,55.0,62.0
1436,Racibórz,55189,Numerical and material recording clerks,,469,1.0,Visa,Married with kids,4.0,62.0,80.0
1437,Warszawa,1764615,Sales workers,"Power bike,Paintball,Sculling",250,1.0,Visa,In relationship,5.0,48.0,71.0
1438,Warszawa,1764615,"Chief executives, senior officials and legislators","Leather crafting,Flower arranging,Bird watching",97,1.0,Mastercard,Married with kids,4.0,68.0,58.0
1439,Chełm,63333,Numerical and material recording clerks,"Cardio,Power bike,Skydiving",94,0.0,Mastercard,Married,5.0,43.566502463054185,70.0
1440,Szczecin,403883,Sales workers,"Cardio,Gambling,Vehicle restoration,Electronics",156,1.0,Visa,In relationship,3.0,45.672,90.0
1441,Nowy Targ,33361,"Metal, machinery and related trades workers","Gym,Squash,Candle making",164,0.0,Visa,Married,5.0,44.0,8.0
1442,Bielsko-Biała,171505,"Labourers in mining, construction, manufacturing and transport","Gym,Skimboarding,Cosplaying",112,1.0,Visa,In relationship,4.0,36.0,89.0
1443,Bydgoszcz,352313,Health professionals,Painting,361,0.0,Mastercard,In relationship,2.0,38.0,55.0
1444,Józefów,20488,"Building and related trades workers, excluding electricians","Flag Football,Letterboxing,Coloring",107,0.0,Visa,In relationship,5.0,43.69859813084112,22.0
1445,Czempiń,5296,Science and engineering associate professionals,"Weightlifting,Bodybuilding,Magic",237,0.0,Visa,In relationship,3.0,48.0,29.0
1446,Strzelce Krajeńskie,10012,Market-oriented skilled agricultural workers,"Bodybuilding,Drawing,Sketching",50,1.0,Visa,In relationship,3.0,42.0,0.0
1447,Wejherowo,49927,Street and related sales and service workers,,192,0.0,Mastercard,In relationship,2.0,58.0,95.0
1448,Wrocław,638586,Personal service workers,"Acting,Hunting,Driving",174,1.0,Visa,Single,2.0,72.0,37.0
1449,Kielce,196804,"Subsistence farmers, fishers, hunters and gatherers","Water sports,Scrapbooking",205,0.0,Visa,In relationship,3.0,35.0,37.0
1450,Ruciane-Nida,4579,"Food processing, wood working, garment and other craft and related trades workers","Weightlifting,Basketball",112,1.0,Mastercard,Married,1.0,27.0,51.0
1451,Lębork,35413,"Subsistence farmers, fishers, hunters and gatherers","Gym,Badminton,Skiing",90,0.0,Visa,In relationship,6.0,55.0,30.0
1452,Będzin,57343,Information and communications technology professionals,,284,1.0,Mastercard,Single,2.0,31.0,38.0
1453,Jelenia Góra,80072,Numerical and material recording clerks,Writing,416,1.0,Mastercard,Married,4.0,60.0,42.0
1454,Opoczno,21534,Street and related sales and service workers,"Urban exploration,Drama",33,0.0,Visa,Divorced,4.0,58.0,61.0
1455,Katowice,296262,Sales workers,"scrapbook,Mountain biking",194,1.0,Visa,Single,4.0,33.0,47.0
1456,Czersk,9909,Health professionals,Hiking,263,0.0,Visa,Single,4.0,39.0,46.0
1457,Warszawa,1764615,Business and administration associate professionals,"Power bike,Gym",192,0.0,Visa,Single,3.0,36.0,63.0
1458,Warszawa,1764615,Business and administration associate professionals,,250,1.0,Visa,In relationship,3.0,72.0,80.0
1459,Dobre Miasto,10293,"Chief executives, senior officials and legislators","Kettleballs,tabletop games,Glassblowing,Graffiti",258,0.0,Mastercard,In relationship,2.0,55.0,49.0
1460,Kraków,767348,"Subsistence farmers, fishers, hunters and gatherers",Gym,171,1.0,Visa,In relationship,3.0,56.0,48.0
1461,Bydgoszcz,352313,Other clerical support workers,"Weightlifting,Parkour,Hooping,Leather crafting",316,1.0,Visa,In relationship,4.0,45.0,50.70429252782194
1462,Brzostek,2714,"Food processing, wood working, garment and other craft and related trades workers","Kettleballs,Rowing,Cryptography,Kite flying",260,0.0,Mastercard,Married,3.0,43.566502463054185,71.0
1463,Jastrowie,8662,Stationary plant and machine operators,"Gym,Archery,Coffee roasting",0,1.0,Mastercard,Married,5.0,61.0,48.475083056478404
1464,Sosnowiec,204013,Science and engineering associate professionals,Kettleballs,243,0.0,Mastercard,Married,5.0,51.0,88.0
1465,Chełmek,9090,Teaching professionals,Quilting,73,1.0,Revolut,Married with kids,1.0,33.0,67.0
1466,Głogów,68179,Non-commissioned armed forces officers,"Crossfit,Stretching,Badminton",169,0.0,Visa,Single,3.0,50.0,28.0
1467,Sosnowiec,204013,Handicraft and printing workers,"Jogging,Orienteering",261,1.0,Mastercard,Single,4.0,24.0,14.0
1468,Człopa,2326,Refuse workers and other elementary workers,"Taekwondo,Web surfing,Photography",294,1.0,Visa,Married,4.0,54.0,71.0
1469,Płońsk,22214,Protective services workers,"Dance,Poi",213,1.0,Visa,In relationship,3.0,45.672,6.0
1470,Warszawa,1764615,"Hospitality, retail and other services managers","Quilting,Inline skating",246,1.0,Mastercard,Married with kids,3.0,43.0,13.0
1471,Chojnów,13573,Commissioned armed forces officers,"Rowing,Gym,Electronics,Shooting,Surfing",189,1.0,Mastercard,Married with kids,5.0,56.0,76.0
1472,Gorlice,27781,Information and communications technology professionals,"Squash,tabletop games",23,1.0,Visa,In relationship,2.0,57.0,55.0
1473,Jaworzno,92090,"Agricultural, forestry and fishery labourers","Squash,Power bike,Crossfit,Gaming",139,1.0,Mastercard,Single,6.0,25.0,72.0
1474,Toruń,202562,Teaching professionals,Polo,234,0.0,Visa,Married with kids,4.0,41.0,39.0
1475,ZamośÄ‡,64354,"Legal, social, cultural and related associate professionals","Creative writing,role-playing games,Dance",33,0.0,Mastercard,In relationship,2.0,43.69859813084112,49.67351598173516
1476,Trzcianka,17228,Customer services clerks,Gym,70,0.0,Mastercard,Divorced,2.0,53.0,97.0
1477,Opole,128140,Science and engineering professionals,"Kettleballs,3D printing",63,0.0,Visa,In relationship,5.0,34.0,35.0
1478,Kraków,767348,Information and communications technicians,"Cardio,Kettleballs,Bodybuilding,Netball",172,0.0,Mastercard,Single,4.0,53.0,59.0
1479,Warszawa,1764615,Business and administration professionals,"Weightlifting,Fitness",4,1.0,Visa,Married,4.0,69.0,60.0
1480,Gliwice,181309,Drivers and mobile plant operators,"Crossfit,Singing",146,1.0,Revolut,In relationship,4.0,44.0,78.0
1481,Konstancin-Jeziorna,17191,Numerical and material recording clerks,,91,1.0,Mastercard,In relationship,2.0,27.0,43.0
1482,Warszawa,1764615,"Food processing, wood working, garment and other craft and related trades workers",Dance,265,1.0,Visa,Married with kids,2.0,45.0,73.0
1483,Lubawa,10269,"Agricultural, forestry and fishery labourers",,307,1.0,Visa,In relationship,5.0,45.672,89.0
1484,Kościerzyna,23809,Science and engineering professionals,Worldbuilding,272,0.0,Mastercard,In relationship,2.0,26.0,46.0
1485,Tychy,128211,Food preparation assistants,"Gunsmithing,Basketball,Playing musical instruments",143,1.0,Mastercard,In relationship,4.0,43.0,90.0
1486,Niemcza,2981,Business and administration professionals,Kitesurfing,230,1.0,Visa,Married with kids,4.0,55.0,14.0
1487,Konin,74834,Electrical and electronic trades workers,"Lockpicking,Poi",349,1.0,Mastercard,Married,4.0,45.29807692307692,61.0
1488,Ogrodzieniec,4313,Administrative and commercial managers,"Fitness,Rugby",211,1.0,Visa,Single,4.0,40.0,7.0
1489,Stargard,68195,Business and administration associate professionals,"Taekwondo,Drawing",106,1.0,Mastercard,Divorced,6.0,44.38461538461539,23.0
1490,Gdynia,246306,"Metal, machinery and related trades workers","Cardio,Weightlifting,Pet",170,0.0,Mastercard,Single,6.0,24.0,50.0
1491,Włocławek,111752,"Metal, machinery and related trades workers","Table tennis,Calligraphy",134,0.0,Mastercard,In relationship,4.0,41.0,38.0
1492,Orzesze,20773,Handicraft and printing workers,"Rowing,Cardio,Water sports",202,0.0,Visa,In relationship,3.0,47.0,58.0
1493,Wodzisław Śląski,48345,Administrative and commercial managers,"Cardio,Dowsing,Genealogy",147,1.0,Mastercard,In relationship,4.0,54.0,50.70429252782194
1494,Warszawa,1764615,Personal care workers,"Cardio,Knapping,Table tennis",241,0.0,Visa,In relationship,4.0,28.0,75.0
1495,Ropczyce,15848,Handicraft and printing workers,"Video gaming,Homebrewing",22,1.0,Visa,Married,4.0,69.0,18.0
1496,Bielsko-Biała,171505,Science and engineering associate professionals,"Sudoku,Web surfing,3D printing",157,0.0,Revolut,In relationship,4.0,68.0,92.0
1497,Kraków,767348,Cleaners and helpers,"Puzzles,Woodworking,Wood carving",180,1.0,Visa,Married,4.0,32.0,48.475083056478404
1498,Wilamowice,3065,Personal service workers,Machining,259,0.0,Mastercard,In relationship,3.0,42.0,85.0
1499,Poznań,538633,Refuse workers and other elementary workers,"Coloring,Rock climbing",51,1.0,Visa,In relationship,3.0,60.0,84.0
1500,Łódź,690422,"Food processing, wood working, garment and other craft and related trades workers",,235,1.0,Visa,Married,4.0,52.0,86.0
1501,Racibórz,55189,Other clerical support workers,"Kitesurfing,Board games",44,0.0,Mastercard,In relationship,4.0,59.0,51.0
1502,Grodków,8700,"Subsistence farmers, fishers, hunters and gatherers","Juggling,Poi",151,0.0,Visa,Single,5.0,29.0,23.0
1503,Grójec,16674,Stationary plant and machine operators,"Power bike,Bodybuilding,Knapping",204,1.0,Visa,In relationship,4.0,23.0,64.0
1504,Kraków,767348,Health professionals,"Crossfit,Fitness,Origami,Swimming",259,1.0,Visa,In relationship,2.0,34.0,59.0
1505,Radom,214566,Street and related sales and service workers,"Sand art,Inline skating,Drawing",365,1.0,Visa,Married,3.0,46.0,73.0
1506,Leszno,64197,Health associate professionals,,209,0.0,Revolut,Single,4.0,34.0,94.0
1507,Koszalin,107670,"Legal, social, cultural and related associate professionals","Gym,Badminton,Cosplaying,Inline skating,Digital arts",203,0.0,Visa,In relationship,4.0,48.0,86.0
1508,Konin,74834,Street and related sales and service workers,"Board sports,Basketball,Hooping",296,1.0,Revolut,In relationship,4.0,46.0,50.70429252782194
1509,Zabrze,174349,"Food processing, wood working, garment and other craft and related trades workers",,226,1.0,Visa,Married,3.0,23.0,47.0
1510,Suchowola,2196,Information and communications technology professionals,"Sewing,Roller skating,Machining",219,1.0,Revolut,Married with kids,4.0,46.14666666666667,59.0
1511,Ostrowiec Świętokrzyski,69852,Refuse workers and other elementary workers,"Woodworking,Rappelling,Parkour",116,1.0,Visa,Single,4.0,36.0,6.0
1512,Garwolin,17381,"Metal, machinery and related trades workers","Crossfit,Gym,Lapidary",198,1.0,Visa,In relationship,5.0,30.0,80.0
1513,Nowy Korczyn,1031,"Labourers in mining, construction, manufacturing and transport",Archery,209,0.0,Mastercard,Married,5.0,32.0,50.838862559241704
1514,Koronowo,11230,Commissioned armed forces officers,"Power bike,Lego building",177,1.0,Mastercard,In relationship,3.0,80.0,68.0
1515,Bydgoszcz,352313,"Agricultural, forestry and fishery labourers","Kettleballs,amateur radio,Lego building",236,0.0,Mastercard,In relationship,3.0,23.0,51.0
1516,Gdynia,246306,"Chief executives, senior officials and legislators","Bodybuilding,Sculling,Ghost hunting",271,0.0,Visa,Married,5.0,45.0,4.0
1517,Koluszki,13148,Street and related sales and service workers,"Juggling,Knapping,Lego building",171,1.0,Visa,Married with kids,5.0,47.0,43.0
1518,Gniezno,68943,Electrical and electronic trades workers,Candle making,237,1.0,Mastercard,Single,4.0,48.0,52.0
1519,Łódź,690422,General and keyboard clerks,"Fitness,Cardio,Horseback riding,Nordic skating",93,0.0,Visa,In relationship,2.0,59.0,21.0
1520,Poznań,538633,Numerical and material recording clerks,"Fitness,Crossfit,Stretching,Astronomy",117,1.0,Mastercard,Single,5.0,42.77777777777778,34.0
1521,Czarna Białostocka,9402,Street and related sales and service workers,"Stretching,Sculpting,tabletop games",153,0.0,Visa,Single,5.0,46.0,86.0
1522,Węgorzyno,2865,"Market-oriented skilled forestry, fishery and hunting workers",Stretching,53,1.0,Visa,Single,3.0,61.0,49.454054054054055
1523,Piekary Śląskie,55652,Stationary plant and machine operators,Crossfit,194,1.0,Visa,In relationship,5.0,24.0,68.0
1524,Kraków,767348,Drivers and mobile plant operators,"Fitness,Squash,Snowboarding,Driving",164,1.0,Visa,In relationship,4.0,36.0,73.0
1525,Łapy,15689,Information and communications technicians,,126,1.0,Visa,Married,4.0,37.0,66.0
1526,Grudziądz,95629,"Labourers in mining, construction, manufacturing and transport","Squash,Community,Yo-yoing,Gardening",347,0.0,Revolut,Married with kids,4.0,45.0,86.0
1527,Płock,120787,"Hospitality, retail and other services managers","Rowing,Weightlifting,Air sports,amateur radio",267,0.0,Mastercard,In relationship,4.0,52.0,37.0
